Haltestellenname,route,name_sanitized
"Deggendorf, Com. Gymn.",6142,"Deggendorf, Com. Gymn."
"Deggendorf, Schulzentrum",6142,"Deggendorf, Schulzentrum"
"Deggendorf, Hauptbahnhof Hst.9",6142,"Deggendorf, Hauptbahnhof Hst.9"
"Deggendorf, Busbahnhof Hst.7",6142,"Deggendorf, Busbahnhof Hst.7"
"Deggendorf, Hengersberger Str.",6142,"Deggendorf, Hengersberger Str."
"Deggenau, Hafeneinfahrt",6142,"Deggenau, Hafeneinfahrt"
"Deggenau, Thannhofstr. Abzw",6142,"Deggenau, Thannhofstr. Abzw"
"Deggenau, Anw Heigl",6142,"Deggenau, Anw Heigl"
Halbmeile,6142,Halbmeile
Seebach,6142,Seebach
Ellenbach,6142,Ellenbach
"Schwarzach, Brücke",6142,"Schwarzach, Brücke"
"Hengersberg, Marktplatz",6142,"Hengersberg, Marktplatz"
"Hengersberg, Post",6142,"Hengersberg, Post"
"Manzing, Abzw",6142,"Manzing, Abzw"
Waltersdorf bei Hengersberg,6142,Waltersdorf bei Hengersberg
"Schwanenkirchen, Gh Fischböck",6142,"Schwanenkirchen, Gh Fischböck"
"Schwanenkirchen, Iggensb. Str.",6142,"Schwanenkirchen, Iggensb. Str."
"Hörpling, Abzw",6142,"Hörpling, Abzw"
"Holling, Abzw",6142,"Holling, Abzw"
"Iggensbach, Kirche",6142,"Iggensbach, Kirche"
"Iggensbach, Abzw Reichenbach",6142,"Iggensbach, Abzw Reichenbach"
Reichenbach bei Iggensbach,6142,Reichenbach bei Iggensbach
Leutzing,6142,Leutzing
"Schöllnach, Abzw Sonnenwaldstr.",6142,"Schöllnach, Abzw Sonnenwaldstr."
"Schöllnach, Abzw Schreineräcker",6142,"Schöllnach, Abzw Schreineräcker"
"Schöllnach, Marktplatz",6142,"Schöllnach, Marktplatz"
"Schöllnach, Bahnhof",6142,"Schöllnach, Bahnhof"
"Emming, Abzw",6142,"Emming, Abzw"
Engelreiching,6142,Engelreiching
Gunzing bei Schöllnach,6142,Gunzing bei Schöllnach
"Außernzell, Ort",6142,"Außernzell, Ort"
"Außernzell, AWG",6142,"Außernzell, AWG"
"Außernzell, Abzw Bahnhof",6142,"Außernzell, Abzw Bahnhof"
Großmeicking,6142,Großmeicking
"Priefing, Abzw",6142,"Priefing, Abzw"
Alzenhof,6142,Alzenhof
"Eging, Auto Osterer",6142,"Eging, Auto Osterer"
"Eging, Marktplatz",6142,"Eging, Marktplatz"
"Eging, Postamt",6142,"Eging, Postamt"
"Deggendorf, Com. Gymn.",6147,"Deggendorf, Com. Gymn."
"Deggendorf, Schulzentrum",6147,"Deggendorf, Schulzentrum"
"Deggendorf, Hauptbahnhof Hst.7",6147,"Deggendorf, Hauptbahnhof Hst.7"
"Deggendorf, Busbahnhof Hst.7",6147,"Deggendorf, Busbahnhof Hst.7"
"Deggendorf, Hengersbergerstr.",6147,"Deggendorf, Hengersbergerstr."
"Deggenau, Hafeneinfahrt",6147,"Deggenau, Hafeneinfahrt"
"Deggenau, Thannhofstr. Abzw",6147,"Deggenau, Thannhofstr. Abzw"
"Deggenau, Anw Heigl",6147,"Deggenau, Anw Heigl"
Bus fährt Haltestellen,6147,Bus fährt Haltestellen
Halbmeile,6147,Halbmeile
Seebach,6147,Seebach
Ellenbach,6147,Ellenbach
"Schwarzach, Brücke",6147,"Schwarzach, Brücke"
"Hengersberg, Marktplatz",6147,"Hengersberg, Marktplatz"
"Hengersberg, Gewerbegebiet",6147,"Hengersberg, Gewerbegebiet"
"Niederalteich, Gymnasium",6147,"Niederalteich, Gymnasium"
"Niederalteich, Anw Mäusl",6147,"Niederalteich, Anw Mäusl"
Altenufer,6147,Altenufer
"Schlott bei Hengersberg, Abzw",6147,"Schlott bei Hengersberg, Abzw"
"Oberwinzer, Gh Schrenck",6147,"Oberwinzer, Gh Schrenck"
"Unterwinzer, Kirche",6147,"Unterwinzer, Kirche"
"Grafenhölzl, Abzw",6147,"Grafenhölzl, Abzw"
Loh bei Winzer,6147,Loh bei Winzer
Flintsbach,6147,Flintsbach
Mitterndorf,6147,Mitterndorf
Sattling,6147,Sattling
"Neßlbach, Haus Nr.19",6147,"Neßlbach, Haus Nr.19"
Gstein/Handlab,6147,Gstein/Handlab
"Langenhart, Abzw",6147,"Langenhart, Abzw"
"Neßlbach, Kirche",6147,"Neßlbach, Kirche"
"Seehof, Abzw Leithen",6147,"Seehof, Abzw Leithen"
"Hofkirchen, Marktplatz",6147,"Hofkirchen, Marktplatz"
Oberschöllnach,6147,Oberschöllnach
Gelbersdorf,6147,Gelbersdorf
Hilgartsberg,6147,Hilgartsberg
"Phillipswart, Abzw",6147,"Phillipswart, Abzw"
Wimhof,6147,Wimhof
Weidenhof,6147,Weidenhof
Schmalhof b. Vilshofen,6147,Schmalhof bei Vilshofen
"Vilshofen, Stadtplatz",6147,"Vilshofen, Stadtplatz"
"Vilshofen, Bahnhof",6147,"Vilshofen, Bahnhof"
Witzling bei Vilshofen,6147,Witzling bei Vilshofen
"Altfalter, Bahnunterführung",6147,"Altfalter, Bahnunterführung"
"Sandbach, Bahnüberführung",6147,"Sandbach, Bahnüberführung"
"Sandbach, Bf",6147,"Sandbach, Bf"
"Sandbach, Kirche",6147,"Sandbach, Kirche"
"Ratzing, Abzw Jägerwirth",6147,"Ratzing, Abzw Jägerwirth"
"Seestetten, Seestettener Str.",6147,"Seestetten, Seestettener Str."
Seestetten,6147,Seestetten
"Schalding r.d.Do., Bahnsteg",6147,"Schalding r.d.Do., Bahnsteg"
"Heining, Gionstraße",6147,"Heining, Gionstraße"
"Heining, Bäckerei Husseneder",6147,"Heining, Bäckerei Husseneder"
"Passau, Kachlet",6147,"Passau, Kachlet"
"Passau, Hacklstein",6147,"Passau, Hacklstein"
"Passau, Auerbach B 8",6147,"Passau, Auerbach B 8"
"Passau, Hbf",6147,"Passau, Hbf"
"Passau, Hbf",6148,"Passau, Hbf"
"Passau, Am Schanzl(Busbucht)",6148,"Passau, Am Schanzl(Busbucht)"
"Passau, Auerbach B 8",6148,"Passau, Auerbach B 8"
"Passau, Hacklstein",6148,"Passau, Hacklstein"
"Passau, Kachlet",6148,"Passau, Kachlet"
"Heining, Bäckerei Husseneder",6148,"Heining, Bäckerei Husseneder"
"Heining, Gionstraße",6148,"Heining, Gionstraße"
"Schalding r. d. Do., Bahnsteg",6148,"Schalding r. d. Do., Bahnsteg"
Seestetten,6148,Seestetten
"Seestetten, Seestettener Str.",6148,"Seestetten, Seestettener Str."
"Ratzing, Abzw Jägerwirth",6148,"Ratzing, Abzw Jägerwirth"
"Sandbach, Kirche",6148,"Sandbach, Kirche"
"Sandbach, Bf",6148,"Sandbach, Bf"
"Sandbach, Bahnüberführung",6148,"Sandbach, Bahnüberführung"
"Altfalter, Bahnunterführung",6148,"Altfalter, Bahnunterführung"
Witzling bei Vilshofen,6148,Witzling bei Vilshofen
"Vilshofen, Bahnhof",6148,"Vilshofen, Bahnhof"
"Vilshofen, Berufsschule",6148,"Vilshofen, Berufsschule"
"Vilshofen, Finanzamt",6148,"Vilshofen, Finanzamt"
"Vilshofen, Friedhof",6148,"Vilshofen, Friedhof"
Einöd bei Pleinting,6148,Einöd bei Pleinting
"Pleinting, Bahnunterführung",6148,"Pleinting, Bahnunterführung"
"Pleinting, Kriegerdenkmal",6148,"Pleinting, Kriegerdenkmal"
"Pleinting, Hauptstraße 96",6148,"Pleinting, Hauptstraße 96"
"Pleinting, Bayernwerk",6148,"Pleinting, Bayernwerk"
"Künzing, Römerbad Quintana",6148,"Künzing, Römerbad Quintana"
"Girching/Künzing, Gh Römerhof",6148,"Girching/Künzing, Gh Römerhof"
Bruck/Künzing,6148,Bruck/Künzing
Angerpoint,6148,Angerpoint
"Arbing bei Osterhofen, Abzw",6148,"Arbing bei Osterhofen, Abzw"
"Osterhofen, Fa.Blöchl",6148,"Osterhofen, Fa.Blöchl"
"Osterhofen, Stadtplatz",6148,"Osterhofen, Stadtplatz"
"Osterhofen, Altenheim",6148,"Osterhofen, Altenheim"
"Osterhofen, Abzw Krankenhaus",6148,"Osterhofen, Abzw Krankenhaus"
Niedermünchsdorf,6148,Niedermünchsdorf
"Haardorf, Abzw",6148,"Haardorf, Abzw"
"Langenisarhofen, Gh Schmatz",6148,"Langenisarhofen, Gh Schmatz"
"Langenisarhofen, Gh Altmann",6148,"Langenisarhofen, Gh Altmann"
"Moos bei Plattling, Abzw",6148,"Moos bei Plattling, Abzw"
"Schwarzwöhr, Abzw",6148,"Schwarzwöhr, Abzw"
"Kühmoos, Abzw",6148,"Kühmoos, Abzw"
"Aholming, Abzw",6148,"Aholming, Abzw"
"Thannet bei Aholming, Abzw",6148,"Thannet bei Aholming, Abzw"
"Plattling, Wasingerweg",6148,"Plattling, Wasingerweg"
"Plattling, Abzw Friedhof",6148,"Plattling, Abzw Friedhof"
"Plattling, Ludwigsplatz",6148,"Plattling, Ludwigsplatz"
"Plattling, Preysingplatz",6148,"Plattling, Preysingplatz"
"Plattling, Bahnhof",6148,"Plattling, Bahnhof"
"Osterhofen, Realschule",6165,"Osterhofen, Realschule"
Hütter,6165,Hütter
"Walchsing, Ortsmitte",6165,"Walchsing, Ortsmitte"
"Walchsing, Theresienstr.",6165,"Walchsing, Theresienstr."
Kriestorf,6165,Kriestorf
Gainstorf,6165,Gainstorf
"Galgweis, Abzw Gainstorf",6165,"Galgweis, Abzw Gainstorf"
"Pörndorf, Neuer Dorfplatz",6165,"Pörndorf, Neuer Dorfplatz"
"Pörndorf, Abzw. Moos/Schlosserei",6165,"Pörndorf, Abzw. Moos/Schlosserei"
Heinrichsdorf,6165,Heinrichsdorf
"Freundorf, Kreuzung",6165,"Freundorf, Kreuzung"
"Uttigkofen, Kirche",6165,"Uttigkofen, Kirche"
"Freundorf, Kreuzung",6165,"Freundorf, Kreuzung"
"Uttigkofen, Abzw. Galgenberg",6165,"Uttigkofen, Abzw. Galgenberg"
Schwarzholz,6165,Schwarzholz
Weng bei Aldersbach,6165,Weng bei Aldersbach
"Walchsing, Theresienstr.",6165,"Walchsing, Theresienstr."
"Walchsing, Ortsmitte",6165,"Walchsing, Ortsmitte"
"Aldersbach, Pfarrgarten",6165,"Aldersbach, Pfarrgarten"
"Hermannshöhe, Abzw",6165,"Hermannshöhe, Abzw"
Karling,6165,Karling
"Aidenbach, Marktplatz",6165,"Aidenbach, Marktplatz"
"Aidenbach, Plinganserstr.",6165,"Aidenbach, Plinganserstr."
"Beutelsbach, Schule",6165,"Beutelsbach, Schule"
"Langenbruck b. Aidenbach, Abzw",6165,"Langenbruck bei Aidenbach, Abzw"
Langenbruck bei Aidenbach,6165,Langenbruck bei Aidenbach
"Osterhofen, Stadtplatz",6166,"Osterhofen, Stadtplatz"
"Osterhofen, Fa.Blöchl",6166,"Osterhofen, Fa.Blöchl"
"Osterhofen, Realschule",6166,"Osterhofen, Realschule"
Angerpoint,6166,Angerpoint
"Pleinting, Bayernwerk",6166,"Pleinting, Bayernwerk"
"Pleinting, Bahnunterführung",6166,"Pleinting, Bahnunterführung"
"Pleinting, Kriegerdenkmal",6166,"Pleinting, Kriegerdenkmal"
"Pleinting, Hauptstraße 96",6166,"Pleinting, Hauptstraße 96"
"Pleinting, Kriegerdenkmal",6166,"Pleinting, Kriegerdenkmal"
"Pleinting, Bahnunterführung",6166,"Pleinting, Bahnunterführung"
Hennermais,6166,Hennermais
Reisach bei Pleinting,6166,Reisach bei Pleinting
Blaimberg,6166,Blaimberg
Thannet,6166,Thannet
"Eben, Abzw Thannet",6166,"Eben, Abzw Thannet"
Seier,6166,Seier
Schullering,6166,Schullering
"Alkofen b. Vilsh., Gh Eberhard",6166,"Alkofen bei Vilsh., Gh Eberhard"
"Alkofen b. Vilsh., Ernst",6166,"Alkofen bei Vilsh., Ernst"
"Alkofen b. Vilsh., Abzw Unterreit",6166,"Alkofen bei Vilsh., Abzw Unterreit"
"Haißenöd, Kapelle",6166,"Haißenöd, Kapelle"
Hölzlöd,6166,Hölzlöd
"Hördt, Abzw",6166,"Hördt, Abzw"
"Waizenbach, Hechinger",6166,"Waizenbach, Hechinger"
Schweiklberg,6166,Schweiklberg
Einöd bei Pleinting,6166,Einöd bei Pleinting
"Vilshofen, Friedhof",6166,"Vilshofen, Friedhof"
"Vilshofen, Finanzamt",6166,"Vilshofen, Finanzamt"
"Vilshofen, Stadtplatz",6166,"Vilshofen, Stadtplatz"
"Vilshofen, Bahnhof",6166,"Vilshofen, Bahnhof"
Schweiklberg,6166,Schweiklberg
"Waizenbach, Hechinger",6166,"Waizenbach, Hechinger"
"Hördt, Abzw",6166,"Hördt, Abzw"
Hölzlöd,6166,Hölzlöd
"Haißenöd, Kapelle",6166,"Haißenöd, Kapelle"
"Alkofen b. Vilsh., Abzw Unterreit",6166,"Alkofen bei Vilsh., Abzw Unterreit"
"Alkofen b. Vilsh., Ernst",6166,"Alkofen bei Vilsh., Ernst"
"Alkofen b. Vilsh., Gh Eberhard",6166,"Alkofen bei Vilsh., Gh Eberhard"
Schullering,6166,Schullering
Seier,6166,Seier
"Eben, Abzw Thannet",6166,"Eben, Abzw Thannet"
Thannet,6166,Thannet
Blaimberg,6166,Blaimberg
Reisach bei Pleinting,6166,Reisach bei Pleinting
Hennermais,6166,Hennermais
"Schwarzhöring, Wh",6167,"Schwarzhöring, Wh"
Punzing,6167,Punzing
Haseneck,6167,Haseneck
"Rathsmannsdorf, Schloß",6167,"Rathsmannsdorf, Schloß"
Renholding b.Aicha(Autobahn),6167,Renholding bei Aicha(Autobahn)
Haitzing,6167,Haitzing
Stetting,6167,Stetting
"Kading, Abzw",6167,"Kading, Abzw"
"Stampfing, Abzw",6167,"Stampfing, Abzw"
Silling,6167,Silling
Otterskirchen,6167,Otterskirchen
"Hidring, Abzw",6167,"Hidring, Abzw"
Hatzing,6167,Hatzing
"Oberndorf bei Kirchberg, Abzw",6167,"Oberndorf bei Kirchberg, Abzw"
"Kirchberg, Raiffeisenbank",6167,"Kirchberg, Raiffeisenbank"
Boderding,6167,Boderding
Rötzing,6167,Rötzing
Niederham bei Aicha v. W.,6167,Niederham bei Aicha v. W.
"Silling, Abzw",6167,"Silling, Abzw"
"Aicha v.W., Vilshofener Str.",6167,"Aicha v.W., Vilshofener Str."
"Fürstenzell, Heimvolksschule",6169,"Fürstenzell, Heimvolksschule"
"Fürstenzell, Mittelschule",6169,"Fürstenzell, Mittelschule"
"Fürstenzell, MVZ",6169,"Fürstenzell, MVZ"
Breitengern,6169,Breitengern
"Jägerwirth, Aigner",6169,"Jägerwirth, Aigner"
Großsandten,6169,Großsandten
"Kleingern, Haus-Nr. 101",6169,"Kleingern, Haus-Nr. 101"
Kleingern,6169,Kleingern
"Kleingern, Abzw Hochstraße",6169,"Kleingern, Abzw Hochstraße"
"Gföhret, Bromberg",6169,"Gföhret, Bromberg"
"Gföhret, Wetterstation",6169,"Gföhret, Wetterstation"
"Gföhret, Blank",6169,"Gföhret, Blank"
"Gföhret, Bauer",6169,"Gföhret, Bauer"
"Altenmarkt, Platte",6169,"Altenmarkt, Platte"
"Rehschaln, Steuerer",6169,"Rehschaln, Steuerer"
Haunreut,6169,Haunreut
"Jägerwirth, Siedlung",6169,"Jägerwirth, Siedlung"
Peslöd,6169,Peslöd
"Jägerwirth, Grundschule",6169,"Jägerwirth, Grundschule"
"Jägerwirth, Siedlung",6169,"Jägerwirth, Siedlung"
Haunreut,6169,Haunreut
"Haunreut, Haus-Nr.2",6169,"Haunreut, Haus-Nr.2"
Hierling,6169,Hierling
Welln,6169,Welln
Würfsdobl,6169,Würfsdobl
Holzhammer bei Fürstenzell,6169,Holzhammer bei Fürstenzell
Holzbach,6169,Holzbach
Obermühle b. Fürstenzell,6169,Obermühle bei Fürstenzell
Scheuereck,6169,Scheuereck
"Fürstenzell, Bergstr.",6169,"Fürstenzell, Bergstr."
"Fürstenzell, Marktplatz",6169,"Fürstenzell, Marktplatz"
"Fürstenzell, Mittelschule",6169,"Fürstenzell, Mittelschule"
"Fürstenzell, Marktplatz",6169,"Fürstenzell, Marktplatz"
"Irsham, Ort",6169,"Irsham, Ort"
"Jägerwirth, Grundschule",6169,"Jägerwirth, Grundschule"
Sonnen,6170,Sonnen
Haselberg,6170,Haselberg
Sonnen,6170,Sonnen
"Hirschenberg, Abzw",6170,"Hirschenberg, Abzw"
"Krinning, Abzw Wegscheid",6170,"Krinning, Abzw Wegscheid"
Haidensäg,6170,Haidensäg
"Jägerbild, Abzw",6170,"Jägerbild, Abzw"
"Spiesbrunn, Abzw",6170,"Spiesbrunn, Abzw"
Hirschenberg,6170,Hirschenberg
"Stüblhäuser, Anw. Stadler",6170,"Stüblhäuser, Anw. Stadler"
Stüblhäuser,6170,Stüblhäuser
"Sperlbrunn, Reischlhof",6170,"Sperlbrunn, Reischlhof"
"Sperlbrunn, Hazoth",6170,"Sperlbrunn, Hazoth"
"Sperlbrunn, Steindlberg",6170,"Sperlbrunn, Steindlberg"
"Kleinrathberg, Abzw",6170,"Kleinrathberg, Abzw"
"Kleinrathberg, Abzw. Möslberg",6170,"Kleinrathberg, Abzw. Möslberg"
Kleinrathberg,6170,Kleinrathberg
Möslberg,6170,Möslberg
Steinbachhäusl,6170,Steinbachhäusl
Rablhäuser,6170,Rablhäuser
Thurnreuth,6170,Thurnreuth
"Hochwinkl, Gh Kneidinger",6170,"Hochwinkl, Gh Kneidinger"
"Hochwinkl, Anw. Bogner",6170,"Hochwinkl, Anw. Bogner"
Schönau bei Wegscheid,6170,Schönau bei Wegscheid
"Schönau, Anw. Kasberger",6170,"Schönau, Anw. Kasberger"
"Krennerhäuser, Abzw",6170,"Krennerhäuser, Abzw"
Froschau,6170,Froschau
Kasberg,6170,Kasberg
"Wegscheid, Zambelli",6170,"Wegscheid, Zambelli"
"Wegscheid, Rathaus",6170,"Wegscheid, Rathaus"
"Wegscheid, Zambelli",6170,"Wegscheid, Zambelli"
Kasberg,6170,Kasberg
Froschau,6170,Froschau
"Krennerhäuser, Abzw",6170,"Krennerhäuser, Abzw"
"Schönau, Anw. Kasberger",6170,"Schönau, Anw. Kasberger"
Schönau bei Wegscheid,6170,Schönau bei Wegscheid
"Hochwinkl, Anw. Bogner",6170,"Hochwinkl, Anw. Bogner"
"Hochwinkl, Gh Kneidinger",6170,"Hochwinkl, Gh Kneidinger"
Thurnreuth,6170,Thurnreuth
Kailing,6170,Kailing
Eckwies,6170,Eckwies
Kohlwies,6170,Kohlwies
Kappelgarten,6170,Kappelgarten
Eisenbüchl,6170,Eisenbüchl
"Wegscheid, Rathaus",6170,"Wegscheid, Rathaus"
"Wegscheid, Abzw Bf",6170,"Wegscheid, Abzw Bf"
Niederwegscheid,6170,Niederwegscheid
"Mitterwasser, Abzw",6170,"Mitterwasser, Abzw"
"Maierhoferbrücke, Rannasee",6170,"Maierhoferbrücke, Rannasee"
Wildenranna,6170,Wildenranna
"Wildenranna, Sparkasse",6170,"Wildenranna, Sparkasse"
Eckwies,6170,Eckwies
Kailing,6170,Kailing
Thurnreuth,6170,Thurnreuth
Kroding,6170,Kroding
Gotting bei Untergriesbach,6170,Gotting bei Untergriesbach
"Gotting, Abzw. Unterötzdorf",6170,"Gotting, Abzw. Unterötzdorf"
"Untergriesbach, Fa. Heigl",6170,"Untergriesbach, Fa. Heigl"
"Untergriesbach, Marktplatz",6170,"Untergriesbach, Marktplatz"
"Untergriesbach, Gymnasium",6170,"Untergriesbach, Gymnasium"
"Untergriesbach, Fa. Heigl",6170,"Untergriesbach, Fa. Heigl"
Spechting,6170,Spechting
Pfaffenreut,6170,Pfaffenreut
"Schachert, Haus Nr. 3",6170,"Schachert, Haus Nr. 3"
"Germannsdorf, Abzw. Kollersberg",6170,"Germannsdorf, Abzw. Kollersberg"
"Germannsdorf, Gesundhof",6170,"Germannsdorf, Gesundhof"
Ruhmannsdorf bei Kropfmühl,6170,Ruhmannsdorf bei Kropfmühl
"Jahrdorf, Kapelle",6170,"Jahrdorf, Kapelle"
Sterlwaid,6170,Sterlwaid
"Hauzenberg, Abzw Bf",6170,"Hauzenberg, Abzw Bf"
"Hauzenberg, Post",6170,"Hauzenberg, Post"
"Hauzenberg, Busbahnhof",6170,"Hauzenberg, Busbahnhof"
"Hauzenberg, Realschule",6170,"Hauzenberg, Realschule"
Sonnen,6172,Sonnen
Stüblhäuser,6172,Stüblhäuser
"Sperlbrunn, Hazoth",6172,"Sperlbrunn, Hazoth"
Kleinrathberg,6172,Kleinrathberg
Krennerhäuser,6172,Krennerhäuser
Thurnreuth,6172,Thurnreuth
"Hochwinkl, Gh Kneidinger",6172,"Hochwinkl, Gh Kneidinger"
Schönau bei Wegscheid,6172,Schönau bei Wegscheid
Froschau,6172,Froschau
Kasberg,6172,Kasberg
"Wegscheid, Rathaus",6172,"Wegscheid, Rathaus"
"Ortenburg, Bahnhofstr.",6173,"Ortenburg, Bahnhofstr."
"Jägerwirth, Aigner",6173,"Jägerwirth, Aigner"
"Ortenburg, Mittelschule",6173,"Ortenburg, Mittelschule"
Hainberg bei Ortenburg,6173,Hainberg bei Ortenburg
Jägerkarl,6173,Jägerkarl
"Königbach, Abzw",6173,"Königbach, Abzw"
Hierling,6173,Hierling
Peslöd,6173,Peslöd
Großsandten,6173,Großsandten
"Jägerwirth, Aigner",6173,"Jägerwirth, Aigner"
"Jägerwirth, Grundschule",6173,"Jägerwirth, Grundschule"
"Jägerwirth, Siedlung",6173,"Jägerwirth, Siedlung"
Haunreut,6173,Haunreut
"Rehschaln, Steuerer",6173,"Rehschaln, Steuerer"
Scheuereck,6173,Scheuereck
"Fürstenzell, Bergstr.",6173,"Fürstenzell, Bergstr."
"Fürstenzell, Marktplatz",6173,"Fürstenzell, Marktplatz"
"Fürstenzell, MVZ",6173,"Fürstenzell, MVZ"
Ginglsöd,6173,Ginglsöd
"Rehschaln, Gh Zieringer",6173,"Rehschaln, Gh Zieringer"
"Rehschaln, Ortsmitte",6173,"Rehschaln, Ortsmitte"
"Altenmarkt, Abzw Platte",6173,"Altenmarkt, Abzw Platte"
"Haarschedl, Fürstenz.Str.31",6173,"Haarschedl, Fürstenz.Str.31"
"Haarschedl, Fürstenz.Str.21",6173,"Haarschedl, Fürstenz.Str.21"
"Haarschedl, Anw. Schatzl",6173,"Haarschedl, Anw. Schatzl"
"Neustift bei Passau, Kirche",6173,"Neustift bei Passau, Kirche"
"Passau, Holzmannstraße",6173,"Passau, Holzmannstraße"
"Passau, Auerbach B 8",6173,"Passau, Auerbach B 8"
"Passau, Danziger Str.",6173,"Passau, Danziger Str."
"Passau, Dr. Geiger Weg",6173,"Passau, Dr. Geiger Weg"
"Passau, Lambergstraße",6173,"Passau, Lambergstraße"
"Passau, ZOB",6173,"Passau, ZOB"
"Passau, Hbf",6173,"Passau, Hbf"
"Söldenau, Abzw Unteriglbach",6175,"Söldenau, Abzw Unteriglbach"
Thiersbach,6175,Thiersbach
Hübing,6175,Hübing
"Weweck, Abzw Hübing",6175,"Weweck, Abzw Hübing"
"Dorfbach, Sportplatz",6175,"Dorfbach, Sportplatz"
"Dorfbach, Gh Gruber",6175,"Dorfbach, Gh Gruber"
Steinkirchen bei Ortenburg,6175,Steinkirchen bei Ortenburg
"Ortenburg, Metzgerei Kriegl",6175,"Ortenburg, Metzgerei Kriegl"
"Ortenburg, Marktplatz",6175,"Ortenburg, Marktplatz"
Kamm,6175,Kamm
Neuhaus bei Ortenburg,6175,Neuhaus bei Ortenburg
"Unteriglbach, Gh Seewirt",6175,"Unteriglbach, Gh Seewirt"
Niederham bei Oberiglbach,6175,Niederham bei Oberiglbach
"Unteriglbach, Denkmal",6175,"Unteriglbach, Denkmal"
"Unteriglbach, Gh Seewirt",6175,"Unteriglbach, Gh Seewirt"
Neuhaus bei Ortenburg,6175,Neuhaus bei Ortenburg
"Unteriglbach, Denkmal",6175,"Unteriglbach, Denkmal"
Niederham bei Oberiglbach,6175,Niederham bei Oberiglbach
Jaging,6175,Jaging
"Oberiglbach, Käser",6175,"Oberiglbach, Käser"
Kettenham,6175,Kettenham
"Oberiglbach, Käser",6175,"Oberiglbach, Käser"
"Ortenburg, Bahnhofstr.",6175,"Ortenburg, Bahnhofstr."
Wurmaign,6175,Wurmaign
"Parschalling, Abzw Oberiglbach",6175,"Parschalling, Abzw Oberiglbach"
Moos bei Sammerei,6175,Moos bei Sammerei
Ledering,6175,Ledering
Oberham bei Beutelsbach,6175,Oberham bei Beutelsbach
"Weihersberg, Abzw.",6175,"Weihersberg, Abzw."
"Rappmannsberg, Abzw",6175,"Rappmannsberg, Abzw"
Aicha bei Beutelsbach,6175,Aicha bei Beutelsbach
"Tillbach, Abzw Aicha",6175,"Tillbach, Abzw Aicha"
"Tillbach, Hs.-Nr.36",6175,"Tillbach, Hs.-Nr.36"
"Söldenau, Abzw Unteriglbach",6175,"Söldenau, Abzw Unteriglbach"
Söldenau,6175,Söldenau
Weng bei Ortenburg,6175,Weng bei Ortenburg
"Maierhof, Abzw Holzkirchen",6175,"Maierhof, Abzw Holzkirchen"
"Blindham, Kronthalstr.",6175,"Blindham, Kronthalstr."
"Blindham, Neustift",6175,"Blindham, Neustift"
Knadlarn,6175,Knadlarn
"Oberzeitlarn, Schule",6175,"Oberzeitlarn, Schule"
"Zeitlarn, Gh Heiland",6175,"Zeitlarn, Gh Heiland"
"Zeitlarn, Abzw Dinglreit",6175,"Zeitlarn, Abzw Dinglreit"
"Beutelsbach, Bäckerei Klinger",6175,"Beutelsbach, Bäckerei Klinger"
"Langenbruck b. Aidenbach, Abzw",6175,"Langenbruck bei Aidenbach, Abzw"
Anham,6175,Anham
Schwanham,6175,Schwanham
"Aunkirchen, Kirche",6175,"Aunkirchen, Kirche"
Hochstraße,6175,Hochstraße
Algerting,6175,Algerting
"Hitzling, Abzw",6175,"Hitzling, Abzw"
"Lindach, Abzw Mühlham",6175,"Lindach, Abzw Mühlham"
Linda,6175,Linda
"Vilshofen, Leebmann",6175,"Vilshofen, Leebmann"
"Vilshofen, Ellinger",6175,"Vilshofen, Ellinger"
"Vilshofen, Gymnasium",6175,"Vilshofen, Gymnasium"
"Vilshofen, Postamt",6175,"Vilshofen, Postamt"
"Vilshofen, Bahnhof",6175,"Vilshofen, Bahnhof"
"Pocking, Bahnhof",6185,"Pocking, Bahnhof"
"Pocking, Förderschule",6185,"Pocking, Förderschule"
"Pocking, Gymnasium",6185,"Pocking, Gymnasium"
"Pocking, Rathaus",6185,"Pocking, Rathaus"
Berg bei Pocking,6185,Berg bei Pocking
"Eggersham, Abzw. Ausbach/Reith",6185,"Eggersham, Abzw. Ausbach/Reith"
Eggersham,6185,Eggersham
"Kühnham, Abzw Schönburg",6185,"Kühnham, Abzw Schönburg"
"Wangham, Ort",6185,"Wangham, Ort"
"Schalkham, Straßenkreuzung",6185,"Schalkham, Straßenkreuzung"
"Wopping, Anw. Pirkl",6185,"Wopping, Anw. Pirkl"
Wopping,6185,Wopping
"Penning, Schätz",6185,"Penning, Schätz"
Penning,6185,Penning
"Asbach b.Rotthalm., Kloster",6185,"Asbach bei Rotthalm., Kloster"
"Asbach b.Rotthalm., Holzhäuser",6185,"Asbach bei Rotthalm., Holzhäuser"
"Lageln, Abzw",6185,"Lageln, Abzw"
Baderöd,6185,Baderöd
"Holzhäuser, Haus Nr.15",6185,"Holzhäuser, Haus Nr.15"
"Weihmörting, Kirche",6185,"Weihmörting, Kirche"
Frauenöd,6185,Frauenöd
"Auggenthal, WH",6185,"Auggenthal, WH"
"Manertsöd, Abzw",6185,"Manertsöd, Abzw"
"Rotthalmünster, Siedlung",6185,"Rotthalmünster, Siedlung"
"Rotthalmünster, Griesb. Str.",6185,"Rotthalmünster, Griesb. Str."
